18-09-25 21:23:07.318 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.Journal011.journal11.ApplicationTests], using SpringBootContextLoader
18-09-25 21:23:07.331 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.Journal011.journal11.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
18-09-25 21:23:07.332 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.Journal011.journal11.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
18-09-25 21:23:07.485 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.Journal011.journal11.JournalApplication for test class com.Journal011.journal11.ApplicationTests
18-09-25 21:23:07.572 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
18-09-25 21:23:07.593 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2ccca26f, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@66b7550d, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@3543df7d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7c541c15, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3542162a, org.springframework.test.context.support.DirtiesContextTestExecutionListener@698122b2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4212a0c8, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1e7aa82b, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b2c0e88, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5bd82fed, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@c1bd0be, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@476b0ae6, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1c6804cd, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@655f7ea, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@549949be]
18-09-25 21:23:07.956 [main] INFO  c.J.journal11.ApplicationTests - Starting ApplicationTests using Java 23.0.1 on LAPTOP-CU4K4VGA with PID 25768 (started by gamex in C:\Users\gamex\Downloads\journal.1.1)
18-09-25 21:23:07.957 [main] INFO  c.J.journal11.ApplicationTests - The following 2 profiles are active: "dev", "prod"
18-09-25 21:23:08.546 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
18-09-25 21:23:08.607 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 55 ms. Found 2 MongoDB repository interfaces.
18-09-25 21:23:12.585 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/23.0.1+11-39"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='gamexbeast777', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@9b5f3c7]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.vss6dcy.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-tszw46-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
18-09-25 21:23:12.676 [cluster-ClusterId{value='68cc2ae86e1f3539b7dca0c1', description='null'}-srv-cluster0.vss6dcy.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-phlwwlg-shard-00-02.vss6dcy.mongodb.net:27017 to client view of cluster
18-09-25 21:23:12.713 [cluster-ClusterId{value='68cc2ae86e1f3539b7dca0c1', description='null'}-srv-cluster0.vss6dcy.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-phlwwlg-shard-00-00.vss6dcy.mongodb.net:27017 to client view of cluster
